,fluxes,kcat_MW,E,equ,ec-code
rxn01834_num2,0.0,,,cpd02182_c0 --> cpd00042_c0 + cpd00428_c0,4.4.1.5
rxn01834_num3,0.0,,,cpd02182_c0 --> cpd00042_c0 + cpd00428_c0,4.4.1.5
rxn01858_num2,0.0,1831.9134101804789,0.0,cpd00001_c0 + cpd00067_c0 + cpd00438_c0 --> cpd00013_c0 + cpd03279_c0,3.5.4.4
rxn01964_num2,0.0,527.6604217290159,0.0,cpd00054_c0 + cpd02210_c0 --> cpd00001_c0 + cpd00065_c0 + cpd00102_c0,4.2.1.20
rxn02015_num2,0.0,,,cpd00001_c0 + cpd03047_c0 --> cpd00210_c0 + cpd00526_c0,3.5.1.74
rxn02056_num2,0.0,,,2.0 cpd00067_c0 + cpd00557_c0 --> cpd03426_c0 + cpd10515_c0,4.99.1.4
rxn02090_num2,0.0,,,cpd00001_c0 + cpd00067_c0 + cpd00585_c0 --> cpd00013_c0 + cpd01679_c0,3.5.4.21
rxn02177_num2,0.0,,,cpd00001_c0 + cpd00658_c0 --> cpd00020_c0 + cpd02566_c0,3.3.2.1
rxn02177_num3,0.0,,,cpd00001_c0 + cpd00658_c0 --> cpd00020_c0 + cpd02566_c0,3.3.2.1
rxn02185_num2,0.0,129258.78289741444,0.0,cpd00056_c0 + cpd00668_c0 --> cpd00020_c0 + cpd03049_c0,
rxn02190_num2,0.0,,,cpd00001_c0 + cpd00673_c0 --> cpd00067_c0 + cpd03034_c0,3.5.2.2
rxn02230_num2,0.0,17609.265061696737,0.0,cpd00150_c0 + cpd00706_c0 --> cpd00020_c0 + cpd00067_c0 + cpd01211_c0,2.8.1.2
rxn02297_num2,0.0,,,cpd00035_c0 + cpd00067_c0 + cpd00782_c0 --> cpd00010_c0 + cpd00011_c0 + cpd00800_c0,2.3.1.47
rxn02305_num2,0.0,,,cpd00067_c0 + cpd02654_c0 + cpd02894_c0 --> cpd00012_c0 + cpd00793_c0,2.5.1.3
rxn02320_num2,0.0,23980.315716920057,0.0,cpd00024_c0 + cpd00807_c0 --> cpd00023_c0 + cpd00930_c0,2.6.1.9
rxn02320_num3,0.0,7983.031692229532,0.0,cpd00024_c0 + cpd00807_c0 --> cpd00023_c0 + cpd00930_c0,2.6.1.9
rxn02320_num4,0.0,23980.315716920057,0.0,cpd00024_c0 + cpd00807_c0 --> cpd00023_c0 + cpd00930_c0,2.6.1.9
rxn02339_num2,0.0,,,cpd00024_c0 + cpd01974_c0 --> cpd00023_c0 + cpd00830_c0,
rxn02339_num3,0.0,108238.75113263246,0.0,cpd00024_c0 + cpd01974_c0 --> cpd00023_c0 + cpd00830_c0,
rxn02339_num4,0.0,,,cpd00024_c0 + cpd01974_c0 --> cpd00023_c0 + cpd00830_c0,
rxn02339_num5,0.0,52719.90602666722,0.0,cpd00024_c0 + cpd01974_c0 --> cpd00023_c0 + cpd00830_c0,
rxn02405_num2,0.0,613.4094768381755,0.0,cpd00052_c0 + cpd00875_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02546_c0,2.7.7.38
rxn02418_num2,0.0,,,cpd00001_c0 + cpd00885_c0 --> cpd00009_c0 + cpd02788_c0,
rxn02421_num2,0.0,,,cpd00052_c0 + cpd00888_c0 --> cpd00012_c0 + cpd02200_c0,2.7.7.57
rxn02475_num2,0.0,467.5976045810102,0.0,cpd00001_c0 + cpd00067_c0 + cpd00957_c0 --> cpd00013_c0 + cpd00931_c0,3.5.4.26
rxn02789_num2,0.0,92156.50752522638,0.0,cpd01646_c0 --> cpd00001_c0 + cpd01710_c0,
rxn02789_num3,0.0,65276.15002006672,0.0,cpd01646_c0 --> cpd00001_c0 + cpd01710_c0,
rxn02795_num2,0.0,,,cpd00001_c0 + cpd03247_c0 --> cpd00033_c0 + cpd01663_c0,
rxn02796_num2,0.0,,,cpd00001_c0 + cpd03246_c0 --> cpd00210_c0 + cpd01663_c0,3.5.1.74
rxn02811_num2,0.0,92156.50752522638,0.0,cpd02693_c0 --> cpd00001_c0 + cpd01710_c0,
rxn02811_num3,0.0,65276.15002006672,0.0,cpd02693_c0 --> cpd00001_c0 + cpd01710_c0,
rxn02819_num2,0.0,,,cpd00017_c0 + cpd02787_c0 --> cpd00019_c0 + cpd00067_c0 + cpd01736_c0,2.1.1.99
rxn02938_num2,0.0,9428.85160016184,0.0,cpd00067_c0 + cpd02893_c0 --> cpd00011_c0 + cpd02140_c0,4.1.1.21
rxn02945_num2,0.0,146570.4288325606,0.0,cpd02168_c0 --> cpd00012_c0 + cpd00067_c0 + cpd03211_c0,
rxn02962_num2,0.0,154285.49432041982,0.0,cpd00025_c0 + cpd02233_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00162_c0,
rxn03002_num2,0.0,,,cpd00001_c0 + cpd02688_c0 --> cpd00009_c0 + cpd02380_c0,3.1.3.14
rxn03094_num2,0.0,125374.10633937836,0.0,cpd00001_c0 + cpd03245_c0 --> cpd00033_c0 + cpd02733_c0,
rxn03095_num2,0.0,125374.10633937836,0.0,cpd00001_c0 + cpd03244_c0 --> cpd00210_c0 + cpd02733_c0,
rxn03147_num2,0.0,,,cpd00002_c0 + cpd00041_c0 + cpd02893_c0 --> cpd00008_c0 + cpd00009_c0 + 2.0 cpd00067_c0 + cpd02921_c0,6.3.2.6
rxn03194_num2,0.0,129258.78289741444,0.0,cpd00094_c0 + cpd03049_c0 --> cpd00056_c0 + cpd00498_c0,
rxn03194_num3,0.0,129258.78289741444,0.0,cpd00094_c0 + cpd03049_c0 --> cpd00056_c0 + cpd00498_c0,
rxn03282_num2,0.0,29735.11763541904,0.0,cpd00003_c0 + cpd03227_c0 --> cpd00004_c0 + cpd00067_c0 + cpd03228_c0,
rxn03282_num3,0.0,,,cpd00003_c0 + cpd03227_c0 --> cpd00004_c0 + cpd00067_c0 + cpd03228_c0,
rxn03333_num2,0.0,33.34000516582547,0.0,cpd00003_c0 + cpd03306_c0 --> cpd00004_c0 + cpd00067_c0 + cpd03307_c0,1.1.1.1
rxn03333_num3,0.0,7.499780014972058,0.0,cpd00003_c0 + cpd03306_c0 --> cpd00004_c0 + cpd00067_c0 + cpd03307_c0,1.1.1.1
rxn03378_num2,0.0,,,cpd00001_c0 + cpd03393_c0 --> cpd00182_c0 + cpd03397_c0,
rxn03907_num2,0.0,3129.740386180916,0.0,cpd00052_c0 + cpd08286_c0 --> cpd00012_c0 + cpd08287_c0,2.7.7.60
rxn03909_num2,0.0,152.73825679322596,0.0,cpd00020_c0 + cpd00067_c0 + cpd00102_c0 --> cpd00011_c0 + cpd08289_c0,2.2.1.7
rxn04068_num2,0.0,68675.59108909892,0.0,cpd00001_c0 + cpd01318_c0 --> cpd00033_c0 + cpd00526_c0,3.5.1.24
rxn04453_num2,0.0,3034.6083858447105,0.0,cpd00001_c0 + cpd08625_c0 --> cpd00067_c0 + cpd09027_c0,3.5.2.17
rxn04704_num2,0.0,,,2.0 cpd00017_c0 + cpd02083_c0 --> 2.0 cpd00011_c0 + 2.0 cpd00060_c0 + cpd00791_c0 + 2.0 cpd03091_c0,1.3.98.3
rxn04726_num2,0.0,132186.4072802397,0.0,cpd00003_c0 + cpd09792_c0 --> cpd00004_c0 + cpd00067_c0 + cpd09793_c0,
rxn04726_num3,0.0,,,cpd00003_c0 + cpd09792_c0 --> cpd00004_c0 + cpd00067_c0 + cpd09793_c0,
rxn04736_num2,0.0,29735.11763541904,0.0,cpd00003_c0 + cpd01859_c0 --> cpd00004_c0 + cpd00067_c0 + cpd09802_c0,
rxn04736_num3,0.0,132186.4072802397,0.0,cpd00003_c0 + cpd01859_c0 --> cpd00004_c0 + cpd00067_c0 + cpd09802_c0,
rxn04908_num2,0.0,29735.11763541904,0.0,cpd00004_c0 + cpd00067_c0 + cpd04248_c0 --> cpd00001_c0 + cpd00003_c0 + cpd04661_c0,
rxn04908_num3,0.0,132186.4072802397,0.0,cpd00004_c0 + cpd00067_c0 + cpd04248_c0 --> cpd00001_c0 + cpd00003_c0 + cpd04661_c0,
rxn05005_num2,0.0,154285.49432041982,0.0,cpd00017_c0 + cpd00774_c0 --> cpd00019_c0 + cpd00067_c0 + cpd11206_c0,
rxn05006_num2,0.0,154285.49432041982,0.0,cpd00017_c0 + cpd11206_c0 --> cpd00019_c0 + cpd01620_c0,
rxn05023_num2,0.0,5539.103715163647,0.0,cpd00001_c0 + cpd11217_c0 --> cpd00010_c0 + cpd00067_c0 + cpd02295_c0,3.1.2.28
rxn05031_num2,0.0,,,cpd02168_c0 --> cpd00012_c0 + cpd00067_c0 + cpd03205_c0,
rxn05040_num2,0.0,,,cpd00171_c0 --> cpd00047_c0 + cpd00067_c0 + cpd11225_c0,4.1.99.12
rxn05189_num2,0.0,,,cpd00001_c0 + cpd00002_c0 + cpd03725_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03725_c0,7.2.2.18
rxn05231_num2,0.0,69552.00500244931,0.0,cpd00008_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00177_c0 + cpd11420_c0,
rxn05233_num2,0.0,69552.00500244931,0.0,cpd00031_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00295_c0 + cpd11420_c0,
rxn05336_num2,0.0,46457.82511190388,0.0,cpd00006_c0 + cpd11481_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11485_c0,
rxn05336_num3,0.0,,,cpd00006_c0 + cpd11481_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11485_c0,
rxn05336_num4,0.0,,,cpd00006_c0 + cpd11481_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11485_c0,
rxn05336_num5,0.0,,,cpd00006_c0 + cpd11481_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11485_c0,
rxn05337_num2,0.0,,,cpd00006_c0 + cpd11479_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11486_c0,1.1.1.100
rxn05337_num3,0.0,,,cpd00006_c0 + cpd11479_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11486_c0,1.1.1.100
rxn05337_num4,0.0,,,cpd00006_c0 + cpd11479_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11486_c0,1.1.1.100
rxn05337_num5,0.0,897.6586519144741,0.0,cpd00006_c0 + cpd11479_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11486_c0,1.1.1.100
rxn05338_num2,0.0,897.6586519144741,0.0,cpd00006_c0 + cpd11482_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11487_c0,1.1.1.100
rxn05338_num3,0.0,,,cpd00006_c0 + cpd11482_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11487_c0,1.1.1.100
rxn05338_num4,0.0,,,cpd00006_c0 + cpd11482_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11487_c0,1.1.1.100
rxn05338_num5,0.0,,,cpd00006_c0 + cpd11482_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11487_c0,1.1.1.100
rxn05339_num2,0.0,,,cpd00006_c0 + cpd11478_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11488_c0,
rxn05339_num3,0.0,,,cpd00006_c0 + cpd11478_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11488_c0,
rxn05339_num4,0.0,,,cpd00006_c0 + cpd11478_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11488_c0,
rxn05339_num5,0.0,46457.82511190388,0.0,cpd00006_c0 + cpd11478_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11488_c0,
rxn05340_num2,0.0,897.6586519144741,0.0,cpd00006_c0 + cpd11480_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11489_c0,1.1.1.100
rxn05340_num3,0.0,,,cpd00006_c0 + cpd11480_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11489_c0,1.1.1.100
rxn05340_num4,0.0,,,cpd00006_c0 + cpd11480_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11489_c0,1.1.1.100
rxn05340_num5,0.0,,,cpd00006_c0 + cpd11480_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11489_c0,1.1.1.100
rxn05341_num2,0.0,,,cpd00006_c0 + cpd11483_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11490_c0,
rxn05341_num3,0.0,46457.82511190388,0.0,cpd00006_c0 + cpd11483_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11490_c0,
rxn05341_num4,0.0,,,cpd00006_c0 + cpd11483_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11490_c0,
rxn05341_num5,0.0,,,cpd00006_c0 + cpd11483_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11490_c0,
rxn05342_num2,0.0,897.6586519144741,0.0,cpd00006_c0 + cpd11484_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11491_c0,1.1.1.100
rxn05342_num3,0.0,,,cpd00006_c0 + cpd11484_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11491_c0,1.1.1.100
rxn05342_num4,0.0,,,cpd00006_c0 + cpd11484_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11491_c0,1.1.1.100
rxn05342_num5,0.0,,,cpd00006_c0 + cpd11484_c0 --> cpd00005_c0 + cpd00067_c0 + cpd11491_c0,1.1.1.100
rxn05360_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11496_c0 --> cpd00006_c0 + cpd11497_c0,
rxn05360_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11496_c0 --> cpd00006_c0 + cpd11497_c0,
rxn05360_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11496_c0 --> cpd00006_c0 + cpd11497_c0,
rxn05360_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11496_c0 --> cpd00006_c0 + cpd11497_c0,
rxn05364_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11500_c0 --> cpd00006_c0 + cpd11501_c0,
rxn05364_num3,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11500_c0 --> cpd00006_c0 + cpd11501_c0,
rxn05364_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11500_c0 --> cpd00006_c0 + cpd11501_c0,
rxn05364_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11500_c0 --> cpd00006_c0 + cpd11501_c0,
rxn05368_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11504_c0 --> cpd00006_c0 + cpd11505_c0,
rxn05368_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11504_c0 --> cpd00006_c0 + cpd11505_c0,
rxn05368_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11504_c0 --> cpd00006_c0 + cpd11505_c0,
rxn05368_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11504_c0 --> cpd00006_c0 + cpd11505_c0,
rxn05372_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11508_c0 --> cpd00006_c0 + cpd11509_c0,
rxn05372_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11508_c0 --> cpd00006_c0 + cpd11509_c0,
rxn05372_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11508_c0 --> cpd00006_c0 + cpd11509_c0,
rxn05372_num5,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11508_c0 --> cpd00006_c0 + cpd11509_c0,
rxn05376_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11512_c0 --> cpd00006_c0 + cpd11513_c0,
rxn05376_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11512_c0 --> cpd00006_c0 + cpd11513_c0,
rxn05376_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11512_c0 --> cpd00006_c0 + cpd11513_c0,
rxn05376_num5,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11512_c0 --> cpd00006_c0 + cpd11513_c0,
rxn05380_num2,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11516_c0 --> cpd00006_c0 + cpd11517_c0,
rxn05380_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11516_c0 --> cpd00006_c0 + cpd11517_c0,
rxn05380_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11516_c0 --> cpd00006_c0 + cpd11517_c0,
rxn05380_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11516_c0 --> cpd00006_c0 + cpd11517_c0,
rxn05385_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11521_c0 --> cpd00006_c0 + cpd11522_c0,
rxn05385_num3,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11521_c0 --> cpd00006_c0 + cpd11522_c0,
rxn05385_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11521_c0 --> cpd00006_c0 + cpd11522_c0,
rxn05385_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11521_c0 --> cpd00006_c0 + cpd11522_c0,
rxn05389_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11525_c0 --> cpd00006_c0 + cpd11526_c0,
rxn05389_num3,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11525_c0 --> cpd00006_c0 + cpd11526_c0,
rxn05389_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11525_c0 --> cpd00006_c0 + cpd11526_c0,
rxn05389_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11525_c0 --> cpd00006_c0 + cpd11526_c0,
rxn05393_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11529_c0 --> cpd00006_c0 + cpd11530_c0,
rxn05393_num3,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11529_c0 --> cpd00006_c0 + cpd11530_c0,
rxn05393_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11529_c0 --> cpd00006_c0 + cpd11530_c0,
rxn05393_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11529_c0 --> cpd00006_c0 + cpd11530_c0,
rxn05397_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11533_c0 --> cpd00006_c0 + cpd11534_c0,
rxn05397_num3,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11533_c0 --> cpd00006_c0 + cpd11534_c0,
rxn05397_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11533_c0 --> cpd00006_c0 + cpd11534_c0,
rxn05397_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11533_c0 --> cpd00006_c0 + cpd11534_c0,
rxn05401_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11537_c0 --> cpd00006_c0 + cpd11538_c0,
rxn05401_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11537_c0 --> cpd00006_c0 + cpd11538_c0,
rxn05401_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11537_c0 --> cpd00006_c0 + cpd11538_c0,
rxn05401_num5,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11537_c0 --> cpd00006_c0 + cpd11538_c0,
rxn05405_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11541_c0 --> cpd00006_c0 + cpd11542_c0,
rxn05405_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11541_c0 --> cpd00006_c0 + cpd11542_c0,
rxn05405_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11541_c0 --> cpd00006_c0 + cpd11542_c0,
rxn05405_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11541_c0 --> cpd00006_c0 + cpd11542_c0,
rxn05410_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11546_c0 --> cpd00006_c0 + cpd11547_c0,
rxn05410_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11546_c0 --> cpd00006_c0 + cpd11547_c0,
rxn05410_num4,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11546_c0 --> cpd00006_c0 + cpd11547_c0,
rxn05410_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11546_c0 --> cpd00006_c0 + cpd11547_c0,
rxn05414_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11550_c0 --> cpd00006_c0 + cpd11551_c0,
rxn05414_num3,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11550_c0 --> cpd00006_c0 + cpd11551_c0,
rxn05414_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11550_c0 --> cpd00006_c0 + cpd11551_c0,
rxn05414_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11550_c0 --> cpd00006_c0 + cpd11551_c0,
rxn05418_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11554_c0 --> cpd00006_c0 + cpd11555_c0,
rxn05418_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11554_c0 --> cpd00006_c0 + cpd11555_c0,
rxn05418_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11554_c0 --> cpd00006_c0 + cpd11555_c0,
rxn05418_num5,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11554_c0 --> cpd00006_c0 + cpd11555_c0,
rxn05422_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11558_c0 --> cpd00006_c0 + cpd11559_c0,
rxn05422_num3,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11558_c0 --> cpd00006_c0 + cpd11559_c0,
rxn05422_num4,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11558_c0 --> cpd00006_c0 + cpd11559_c0,
rxn05422_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11558_c0 --> cpd00006_c0 + cpd11559_c0,
rxn05426_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11562_c0 --> cpd00006_c0 + cpd11563_c0,
rxn05426_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11562_c0 --> cpd00006_c0 + cpd11563_c0,
rxn05426_num4,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11562_c0 --> cpd00006_c0 + cpd11563_c0,
rxn05426_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11562_c0 --> cpd00006_c0 + cpd11563_c0,
rxn05430_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11566_c0 --> cpd00006_c0 + cpd11567_c0,
rxn05430_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11566_c0 --> cpd00006_c0 + cpd11567_c0,
rxn05430_num4,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11566_c0 --> cpd00006_c0 + cpd11567_c0,
rxn05430_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11566_c0 --> cpd00006_c0 + cpd11567_c0,
rxn05461_num2,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11570_c0 --> cpd00006_c0 + cpd11571_c0,
rxn05461_num3,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11570_c0 --> cpd00006_c0 + cpd11571_c0,
rxn05461_num4,0.0,46457.82511190388,0.0,cpd00005_c0 + cpd00067_c0 + cpd11570_c0 --> cpd00006_c0 + cpd11571_c0,
rxn05461_num5,0.0,,,cpd00005_c0 + cpd00067_c0 + cpd11570_c0 --> cpd00006_c0 + cpd11571_c0,
rxn05557_num2,0.0,,,cpd00001_c0 + cpd00002_c0 + 2.0 cpd00137_e0 + cpd10516_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + 2.0 cpd00137_c0 + cpd10516_c0,
rxn05557_num3,0.0,,,cpd00001_c0 + cpd00002_c0 + 2.0 cpd00137_e0 + cpd10516_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + 2.0 cpd00137_c0 + cpd10516_c0,
rxn05733_num2,0.0,145049.9498314027,0.0,cpd00268_c0 + cpd00722_c0 + cpd11421_c0 --> cpd00029_c0 + cpd00067_c0 + cpd00081_c0 + cpd00084_c0 + cpd11420_c0,
rxn05871_num2,0.0,132186.4072802397,0.0,cpd00003_c0 + cpd00195_c0 --> cpd00004_c0 + cpd00067_c0 + cpd11616_c0,
rxn05871_num3,0.0,29735.11763541904,0.0,cpd00003_c0 + cpd00195_c0 --> cpd00004_c0 + cpd00067_c0 + cpd11616_c0,
rxn05872_num2,0.0,29735.11763541904,0.0,cpd00003_c0 + cpd11679_c0 --> cpd00004_c0 + cpd00067_c0 + cpd11733_c0,
rxn05872_num3,0.0,,,cpd00003_c0 + cpd11679_c0 --> cpd00004_c0 + cpd00067_c0 + cpd11733_c0,
rxn06060_num2,0.0,40.657728798650375,0.0,2.0 cpd00042_c0 + cpd00268_c0 --> cpd00081_c0 + cpd00111_c0 + cpd00239_c0,2.8.1.3
rxn06060_num3,0.0,35.048098375538245,0.0,2.0 cpd00042_c0 + cpd00268_c0 --> cpd00081_c0 + cpd00111_c0 + cpd00239_c0,2.8.1.3
rxn06075_num2,0.0,69552.00500244931,0.0,cpd00014_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00978_c0 + cpd11420_c0,
rxn06076_num2,0.0,69552.00500244931,0.0,cpd00096_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00533_c0 + cpd11420_c0,
rxn06098_num2,0.0,,,cpd00301_c0 + cpd11624_c0 --> cpd02601_c0 + cpd11979_c0,
rxn06874_num2,0.0,20986.1963865196,0.0,16.0 cpd00001_c0 + 16.0 cpd00002_c0 + cpd00528_c0 + 4.0 cpd11620_c0 --> 16.0 cpd00008_c0 + 16.0 cpd00009_c0 + 2.0 cpd00013_c0 + 6.0 cpd00067_c0 + 4.0 cpd11621_c0 + cpd11640_c0,
rxn06874_num3,0.0,74487.63576490627,0.0,16.0 cpd00001_c0 + 16.0 cpd00002_c0 + cpd00528_c0 + 4.0 cpd11620_c0 --> 16.0 cpd00008_c0 + 16.0 cpd00009_c0 + 2.0 cpd00013_c0 + 6.0 cpd00067_c0 + 4.0 cpd11621_c0 + cpd11640_c0,
rxn06937_num2,0.0,94300.8818485059,0.0,cpd00002_c0 + cpd00023_c0 + cpd11912_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd12227_c0,
rxn07099_num2,0.0,142844.5262976977,0.0,cpd00001_c0 + cpd11668_c0 --> cpd00067_c0 + cpd12884_c0,
rxn08083_num2,0.0,,,cpd00067_c0 + cpd11468_c0 + cpd15325_c0 --> cpd11493_c0 + cpd15521_c0,
rxn08084_num2,0.0,,,cpd00067_c0 + cpd11466_c0 + cpd15331_c0 --> cpd11493_c0 + cpd15522_c0,
rxn08085_num2,0.0,,,cpd15294_c0 + cpd15330_c0 --> cpd11493_c0 + cpd15523_c0,
rxn08086_num2,0.0,,,cpd15277_c0 + cpd15327_c0 --> cpd11493_c0 + cpd15524_c0,
rxn08087_num2,0.0,,,cpd15239_c0 + cpd15326_c0 --> cpd11493_c0 + cpd15525_c0,
rxn08088_num2,0.0,,,cpd00067_c0 + cpd15268_c0 + cpd15329_c0 --> cpd11493_c0 + cpd15526_c0,
rxn08089_num2,0.0,,,cpd11825_c0 + cpd15328_c0 --> cpd11493_c0 + cpd15527_c0,
rxn08103_num2,0.0,52112.53150910168,0.0,cpd00016_c0 + cpd00035_c0 --> cpd00020_c0 + cpd00493_c0,
rxn08233_num2,0.0,,,cpd00067_c0 + 2.0 cpd00099_p0 --> cpd00067_p0 + 2.0 cpd00099_c0,
rxn08233_num3,0.0,,,cpd00067_c0 + 2.0 cpd00099_p0 --> cpd00067_p0 + 2.0 cpd00099_c0,
rxn08771_num2,0.0,,,cpd00205_e0 --> cpd00205_p0,
