reactions,metabolites,metabolitestotal,gpr,genes
rxn05410_num3,cpd11546_c0,cpd11546,ZMO0318,ZMO0318
rxn05410_num4,cpd11546_c0,cpd11546,ZMO1222,ZMO1222
rxn05410_num5,cpd11546_c0,cpd11546,ZMO1946,ZMO1946
rxn05414_num2,cpd11550_c0,cpd11550,ZMO1946,ZMO1946
rxn05414_num3,cpd11550_c0,cpd11550,ZMO1222,ZMO1222
rxn05414_num4,cpd11550_c0,cpd11550,ZMOp33x016,ZMOp33x016
rxn05414_num5,cpd11550_c0,cpd11550,ZMO0090,ZMO0090
rxn05418_num2,cpd11554_c0,cpd11554,ZMO0090,ZMO0090
rxn05418_num3,cpd11554_c0,cpd11554,ZMO0318,ZMO0318
rxn05418_num4,cpd11554_c0,cpd11554,ZMO1946,ZMO1946
rxn05418_num5,cpd11554_c0,cpd11554,ZMO1222,ZMO1222
rxn05422_num2,cpd11558_c0,cpd11558,ZMO1946,ZMO1946
rxn05422_num3,cpd11558_c0,cpd11558,ZMO1222,ZMO1222
rxn05422_num4,cpd11558_c0,cpd11558,ZMOp33x016,ZMOp33x016
rxn05422_num5,cpd11558_c0,cpd11558,ZMO0090,ZMO0090
rxn05426_num2,cpd11562_c0,cpd11562,ZMO0090,ZMO0090
rxn05426_num3,cpd11562_c0,cpd11562,ZMO1946,ZMO1946
rxn05426_num4,cpd11562_c0,cpd11562,ZMO1222,ZMO1222
rxn05426_num5,cpd11562_c0,cpd11562,ZMO0318,ZMO0318
rxn05430_num2,cpd11566_c0,cpd11566,ZMOp33x016,ZMOp33x016
rxn05430_num3,cpd11566_c0,cpd11566,ZMO0318,ZMO0318
rxn05430_num4,cpd11566_c0,cpd11566,ZMO1222,ZMO1222
rxn05430_num5,cpd11566_c0,cpd11566,ZMO1946,ZMO1946
rxn05461_num2,cpd11570_c0,cpd11570,ZMOp33x016,ZMOp33x016
rxn05461_num3,cpd11570_c0,cpd11570,ZMO0318,ZMO0318
rxn05461_num4,cpd11570_c0,cpd11570,ZMO1222,ZMO1222
rxn05461_num5,cpd11570_c0,cpd11570,ZMO1946,ZMO1946
rxn05557_num2,cit_e,cit,ZMO1847,ZMO1847
rxn05557_num3,cit_e,cit,ZMO0230,ZMO0230
rxn05733_num2,tsul_c,tsul,ZMO0748,ZMO0748
rxn05733_num2,acser_c,acser,ZMO0748,ZMO0748
rxn05733_num2,trdrd_c,trdrd,ZMO0748,ZMO0748
rxn05871_num2,cpd00195_c0,cpd00195,ZMO1236,ZMO1236
rxn05871_num3,cpd00195_c0,cpd00195,ZMO1596,ZMO1596
rxn05872_num2,cpd11679_c0,cpd11679,ZMO1596,ZMO1596
rxn05872_num3,cpd11679_c0,cpd11679,ZMOp33x021,ZMOp33x021
rxn06060_num2,gthrd_c,gthrd,ZMO1022,ZMO1022
rxn06060_num2,tsul_c,tsul,ZMO1022,ZMO1022
rxn06060_num3,gthrd_c,gthrd,ZMO0427,ZMO0427
rxn06060_num3,tsul_c,tsul,ZMO0427,ZMO0427
rxn06075_num2,trdrd_c,trdrd,ZMO1039,ZMO1039
rxn06076_num2,trdrd_c,trdrd,ZMO1039,ZMO1039
rxn06098_num2,cpd00301_c0,cpd00301,ZMO1270,ZMO1270
rxn06098_num2,pc_SC_c,pc_SC,ZMO1270,ZMO1270
rxn06874_num2,n2_c,n2,ZMO1825,ZMO1825
rxn06874_num2,fdxrd_c,fdxrd,ZMO1825,ZMO1825
rxn06874_num3,n2_c,n2,ZMO1823,ZMO1823
rxn06874_num3,fdxrd_c,fdxrd,ZMO1823,ZMO1823
rxn06937_num2,glu__L_c,glu__L,ZMO0900,ZMO0900
rxn06937_num2,trnaglu_c,trnaglu,ZMO0900,ZMO0900
rxn07099_num2,pencil_c,pencil,ZMO1967,ZMO1967
rxn08083_num2,ddcaACP_c,ddcaACP,ZMO0099,ZMO0099
rxn08083_num2,1ddecg3p_c,1ddecg3p,ZMO0099,ZMO0099
rxn08084_num2,myrsACP_c,myrsACP,ZMO0099,ZMO0099
rxn08084_num2,1tdecg3p_c,1tdecg3p,ZMO0099,ZMO0099
rxn08085_num2,tdeACP_c,tdeACP,ZMO0099,ZMO0099
rxn08085_num2,1tdec7eg3p_c,1tdec7eg3p,ZMO0099,ZMO0099
rxn08086_num2,palmACP_c,palmACP,ZMO0419,ZMO0419
rxn08086_num2,1hdecg3p_c,1hdecg3p,ZMO0419,ZMO0419
rxn08087_num2,hdeACP_c,hdeACP,ZMO0419,ZMO0419
rxn08087_num2,1hdec9eg3p_c,1hdec9eg3p,ZMO0419,ZMO0419
rxn08088_num2,cpd15268_c0,cpd15268,ZMO0099,ZMO0099
rxn08088_num2,1odecg3p_c,1odecg3p,ZMO0099,ZMO0099
rxn08089_num2,octeACP_c,octeACP,ZMO0099,ZMO0099
rxn08089_num2,1odec11eg3p_c,1odec11eg3p,ZMO0099,ZMO0099
rxn08103_num2,pydx5p_c,pydx5p,ZMO1201,ZMO1201
rxn08103_num2,ala__L_c,ala__L,ZMO1201,ZMO1201
rxn08855_num2,lys__L_c,lys__L,ZMO1973,ZMO1973
rxn08855_num3,lys__L_c,lys__L,ZMO1437,ZMO1437
rxn09310_num2,tyr__L_c,tyr__L,ZMO0738 and ZMO0751 and ZMO0427,ZMO0427
rxn09310_num2,tyr__L_c,tyr__L,ZMO0738 and ZMO0751 and ZMO0427,ZMO0751
rxn09310_num2,tyr__L_c,tyr__L,ZMO0738 and ZMO0751 and ZMO0427,ZMO0738
rxn09310_num2,cys__L_c,cys__L,ZMO0738 and ZMO0751 and ZMO0427,ZMO0427
rxn09310_num2,cys__L_c,cys__L,ZMO0738 and ZMO0751 and ZMO0427,ZMO0751
rxn09310_num2,cys__L_c,cys__L,ZMO0738 and ZMO0751 and ZMO0427,ZMO0738
rxn09310_num2,dxyl5p_c,dxyl5p,ZMO0738 and ZMO0751 and ZMO0427,ZMO0427
rxn09310_num2,dxyl5p_c,dxyl5p,ZMO0738 and ZMO0751 and ZMO0427,ZMO0751
rxn09310_num2,dxyl5p_c,dxyl5p,ZMO0738 and ZMO0751 and ZMO0427,ZMO0738
rxn09310_num3,tyr__L_c,tyr__L,ZMO0738 and ZMO0751 and ZMO1022,ZMO0751
rxn09310_num3,tyr__L_c,tyr__L,ZMO0738 and ZMO0751 and ZMO1022,ZMO1022
rxn09310_num3,tyr__L_c,tyr__L,ZMO0738 and ZMO0751 and ZMO1022,ZMO0738
rxn09310_num3,cys__L_c,cys__L,ZMO0738 and ZMO0751 and ZMO1022,ZMO0751
rxn09310_num3,cys__L_c,cys__L,ZMO0738 and ZMO0751 and ZMO1022,ZMO1022
rxn09310_num3,cys__L_c,cys__L,ZMO0738 and ZMO0751 and ZMO1022,ZMO0738
rxn09310_num3,dxyl5p_c,dxyl5p,ZMO0738 and ZMO0751 and ZMO1022,ZMO0751
rxn09310_num3,dxyl5p_c,dxyl5p,ZMO0738 and ZMO0751 and ZMO1022,ZMO1022
rxn09310_num3,dxyl5p_c,dxyl5p,ZMO0738 and ZMO0751 and ZMO1022,ZMO0738
rxn10199_num2,uaagmda_c,uaagmda,ZMO0197,ZMO0197
rxn10199_num2,cpd15666_c0,cpd15666,ZMO0197,ZMO0197
rxn10211_num2,pmtcoa_c,pmtcoa,ZMO0419,ZMO0419
rxn10211_num2,1hdecg3p_c,1hdecg3p,ZMO0419,ZMO0419
rxn10212_num2,tdcoa_c,tdcoa,ZMO0419,ZMO0419
rxn10212_num2,1tdecg3p_c,1tdecg3p,ZMO0419,ZMO0419
rxn10213_num2,stcoa_c,stcoa,ZMO0419,ZMO0419
rxn10213_num2,1odecg3p_c,1odecg3p,ZMO0419,ZMO0419
rxn10214_num2,cpd11432_c0,cpd11432,ZMO0419,ZMO0419
rxn10214_num2,cpd15671_c0,cpd15671,ZMO0419,ZMO0419
rxn10215_num2,cpd11434_c0,cpd11434,ZMO0419,ZMO0419
rxn10215_num2,cpd15672_c0,cpd15672,ZMO0419,ZMO0419
rxn10216_num2,cpd11435_c0,cpd11435,ZMO0419,ZMO0419
rxn10216_num2,cpd15673_c0,cpd15673,ZMO0419,ZMO0419
rxn10217_num2,cpd11437_c0,cpd11437,ZMO0099,ZMO0099
rxn10217_num2,cpd15674_c0,cpd15674,ZMO0099,ZMO0099
rxn10218_num2,cpd11439_c0,cpd11439,ZMO0419,ZMO0419
rxn10218_num2,cpd15675_c0,cpd15675,ZMO0419,ZMO0419
rxn10219_num2,cpd11441_c0,cpd11441,ZMO0419,ZMO0419
rxn10219_num2,cpd15676_c0,cpd15676,ZMO0419,ZMO0419
rxn10476_num2,hgbam_c,hgbam,ZMO1543,ZMO1543
rxn10770_reverse_num2,betald_c,betald,ZMO1596,ZMO1596
rxn10770_reverse_num3,betald_c,betald,ZMO1236,ZMO1236
rxn11755_num2,56dh5flura_c,56dh5flura,ZMO0103,ZMO0103
rxn11809_num2,cpd04806_c0,cpd04806,ZMO1236,ZMO1236
rxn11809_num3,cpd04806_c0,cpd04806,ZMOp33x021,ZMOp33x021
rxn11834_num2,cpd16395_c0,cpd16395,ZMO1596,ZMO1596
rxn11834_num3,cpd16395_c0,cpd16395,ZMO1236,ZMO1236
rxn11838_num2,cpd16401_c0,cpd16401,ZMO1596,ZMO1596
rxn11838_num3,cpd16401_c0,cpd16401,ZMO1236,ZMO1236
rxn12633_num2,cpd11593_c0,cpd11593,ZMO1309,ZMO1309
rxn12633_num3,cpd11593_c0,cpd11593,ZMO1345,ZMO1345
rxn12633_num4,cpd11593_c0,cpd11593,ZMO0806,ZMO0806
rxn12634_num2,cpd11592_c0,cpd11592,ZMO1309,ZMO1309
rxn12634_num3,cpd11592_c0,cpd11592,ZMO1345,ZMO1345
rxn12634_num4,cpd11592_c0,cpd11592,ZMO0806,ZMO0806
rxn12635_num2,cpd11591_c0,cpd11591,ZMO1309,ZMO1309
rxn12635_num3,cpd11591_c0,cpd11591,ZMO1345,ZMO1345
rxn12635_num4,cpd11591_c0,cpd11591,ZMO0806,ZMO0806
rxn12636_num2,cpd11590_c0,cpd11590,ZMO1309,ZMO1309
rxn12636_num3,cpd11590_c0,cpd11590,ZMO1345,ZMO1345
rxn12636_num4,cpd11590_c0,cpd11590,ZMO0806,ZMO0806
rxn12637_num2,cpd11589_c0,cpd11589,ZMO1309,ZMO1309
rxn12637_num3,cpd11589_c0,cpd11589,ZMO1345,ZMO1345
rxn12637_num4,cpd11589_c0,cpd11589,ZMO0806,ZMO0806
rxn12638_num2,cpd11588_c0,cpd11588,ZMO1309,ZMO1309
rxn12638_num3,cpd11588_c0,cpd11588,ZMO1345,ZMO1345
rxn12638_num4,cpd11588_c0,cpd11588,ZMO0806,ZMO0806
rxn12639_num2,cpd11587_c0,cpd11587,ZMO1309,ZMO1309
rxn12639_num3,cpd11587_c0,cpd11587,ZMO1345,ZMO1345
rxn12639_num4,cpd11587_c0,cpd11587,ZMO0806,ZMO0806
rxn12640_num2,cpd11586_c0,cpd11586,ZMO1309,ZMO1309
rxn12640_num3,cpd11586_c0,cpd11586,ZMO1345,ZMO1345
rxn12640_num4,cpd11586_c0,cpd11586,ZMO0806,ZMO0806
rxn12641_num2,L_alagly_c,L_alagly,ZMO1309,ZMO1309
rxn12641_num3,L_alagly_c,L_alagly,ZMO1345,ZMO1345
rxn12641_num4,L_alagly_c,L_alagly,ZMO0806,ZMO0806
rxn12642_num2,cpd11584_c0,cpd11584,ZMO1309,ZMO1309
rxn12642_num3,cpd11584_c0,cpd11584,ZMO1345,ZMO1345
rxn12642_num4,cpd11584_c0,cpd11584,ZMO0806,ZMO0806
rxn12643_num2,cpd11583_c0,cpd11583,ZMO1309,ZMO1309
rxn12643_num3,cpd11583_c0,cpd11583,ZMO1345,ZMO1345
rxn12643_num4,cpd11583_c0,cpd11583,ZMO0806,ZMO0806
rxn12644_num2,cpd11582_c0,cpd11582,ZMO1309,ZMO1309
rxn12644_num3,cpd11582_c0,cpd11582,ZMO1345,ZMO1345
rxn12644_num4,cpd11582_c0,cpd11582,ZMO0806,ZMO0806
rxn12645_num2,cpd11581_c0,cpd11581,ZMO1309,ZMO1309
rxn12645_num3,cpd11581_c0,cpd11581,ZMO1345,ZMO1345
rxn12645_num4,cpd11581_c0,cpd11581,ZMO0806,ZMO0806
rxn12646_num2,cpd11580_c0,cpd11580,ZMO1309,ZMO1309
rxn12646_num3,cpd11580_c0,cpd11580,ZMO1345,ZMO1345
rxn12646_num4,cpd11580_c0,cpd11580,ZMO0806,ZMO0806
rxn12844_num2,cpd15603_c0,cpd15603,ZMO1309,ZMO1309
rxn12844_num3,cpd15603_c0,cpd15603,ZMO1345,ZMO1345
rxn12844_num4,cpd15603_c0,cpd15603,ZMO0806,ZMO0806
rxn12845_num2,cpd15604_c0,cpd15604,ZMO1309,ZMO1309
rxn12845_num3,cpd15604_c0,cpd15604,ZMO1345,ZMO1345
rxn12845_num4,cpd15604_c0,cpd15604,ZMO0806,ZMO0806
rxn12846_num2,cpd15605_c0,cpd15605,ZMO1309,ZMO1309
rxn12846_num3,cpd15605_c0,cpd15605,ZMO1345,ZMO1345
rxn12846_num4,cpd15605_c0,cpd15605,ZMO0806,ZMO0806
rxn12847_num2,cpd15606_c0,cpd15606,ZMO1309,ZMO1309
rxn12847_num3,cpd15606_c0,cpd15606,ZMO1345,ZMO1345
rxn12847_num4,cpd15606_c0,cpd15606,ZMO0806,ZMO0806
rxn14054_num2,cpd04015_c0,cpd04015,ZMO1236,ZMO1236
rxn14054_num3,cpd04015_c0,cpd04015,ZMO1596,ZMO1596
rxn14089_num2,cpd04016_c0,cpd04016,ZMO1596,ZMO1596
rxn14089_num3,cpd04016_c0,cpd04016,ZMO1236,ZMO1236
rxn25464_num2,cpd25886_c0,cpd25886,ZMO1669,ZMO1669
rxn30415_num2,ind3acnl_c,ind3acnl,ZMO1439,ZMO1439
rxn36708_num2,lac__D_c,lac__D,ZMO1237,ZMO1237
rxn36708_num2,q10_c,q10,ZMO1237,ZMO1237
rxn01832_num2,mthgxl_c,mthgxl,ZMO1673,ZMO1673
rxn01832_num3,mthgxl_c,mthgxl,ZMO1344,ZMO1344
rxn01832_num4,mthgxl_c,mthgxl,ZMOp33x022,ZMOp33x022
rxn01832_num5,mthgxl_c,mthgxl,ZMO1771,ZMO1771
rxn00375_num2,Nforglu_c,Nforglu,ZMO1395,ZMO1395
rxn00929_reverse_num2,1pyr5c_c,1pyr5c,ZMO1303,ZMO1303
rxn00055_reverse_num2,5mta_c,5mta,ZMO0748,ZMO0748
rxn00055_reverse_num2,cpd03158_c0,cpd03158,ZMO0748,ZMO0748
rxn00260_reverse_num2,glu__L_c,glu__L,ZMO1944,ZMO1944
rxn00260_reverse_num2,oaa_c,oaa,ZMO1944,ZMO1944
rxn00260_reverse_num3,glu__L_c,glu__L,ZMO1727,ZMO1727
rxn00260_reverse_num3,oaa_c,oaa,ZMO1727,ZMO1727
rxn00260_reverse_num4,glu__L_c,glu__L,ZMO1854,ZMO1854
rxn00260_reverse_num4,oaa_c,oaa,ZMO1854,ZMO1854
rxn00260_reverse_num5,glu__L_c,glu__L,ZMO0937,ZMO0937
rxn00260_reverse_num5,oaa_c,oaa,ZMO0937,ZMO0937
rxn00314_reverse_num2,pyr_c,pyr,ZMO1303,ZMO1303
rxn00314_reverse_num2,lys__L_c,lys__L,ZMO1303,ZMO1303
rxn00337_reverse_num2,4pasp_c,4pasp,ZMO1494,ZMO1494
rxn00493_reverse_num2,glu__L_c,glu__L,ZMO0562 and ZMO0002,ZMO0562
rxn00493_reverse_num2,glu__L_c,glu__L,ZMO0562 and ZMO0002,ZMO0002
rxn00493_reverse_num2,phpyr_c,phpyr,ZMO0562 and ZMO0002,ZMO0562
rxn00493_reverse_num2,phpyr_c,phpyr,ZMO0562 and ZMO0002,ZMO0002
rxn00493_reverse_num3,glu__L_c,glu__L,ZMO0421 and ZMO0002,ZMO0421
rxn00493_reverse_num3,glu__L_c,glu__L,ZMO0421 and ZMO0002,ZMO0002
rxn00493_reverse_num3,phpyr_c,phpyr,ZMO0421 and ZMO0002,ZMO0421
rxn00493_reverse_num3,phpyr_c,phpyr,ZMO0421 and ZMO0002,ZMO0002
rxn00493_reverse_num4,glu__L_c,glu__L,ZMO0560 and ZMO0002,ZMO0560
rxn00493_reverse_num4,glu__L_c,glu__L,ZMO0560 and ZMO0002,ZMO0002
rxn00493_reverse_num4,phpyr_c,phpyr,ZMO0560 and ZMO0002,ZMO0560
rxn00493_reverse_num4,phpyr_c,phpyr,ZMO0560 and ZMO0002,ZMO0002
rxn00500_reverse_num2,pyr_c,pyr,ZMO1237,ZMO1237
rxn00527_reverse_num2,glu__L_c,glu__L,ZMO1727,ZMO1727
rxn00527_reverse_num2,34hpp_c,34hpp,ZMO1727,ZMO1727
rxn00527_reverse_num3,glu__L_c,glu__L,ZMO1944,ZMO1944
rxn00527_reverse_num3,34hpp_c,34hpp,ZMO1944,ZMO1944
rxn00527_reverse_num4,glu__L_c,glu__L,ZMO0937,ZMO0937
rxn00527_reverse_num4,34hpp_c,34hpp,ZMO0937,ZMO0937
rxn00527_reverse_num5,glu__L_c,glu__L,ZMO0342,ZMO0342
rxn00527_reverse_num5,34hpp_c,34hpp,ZMO0342,ZMO0342
rxn00527_reverse_num6,glu__L_c,glu__L,ZMO0002,ZMO0002
rxn00527_reverse_num6,34hpp_c,34hpp,ZMO0002,ZMO0002
rxn00527_reverse_num7,glu__L_c,glu__L,ZMO0562 and ZMO0002,ZMO0562
rxn00527_reverse_num7,glu__L_c,glu__L,ZMO0562 and ZMO0002,ZMO0002
rxn00527_reverse_num7,34hpp_c,34hpp,ZMO0562 and ZMO0002,ZMO0562
rxn00527_reverse_num7,34hpp_c,34hpp,ZMO0562 and ZMO0002,ZMO0002
rxn00527_reverse_num8,glu__L_c,glu__L,ZMO0421 and ZMO0002,ZMO0421
rxn00527_reverse_num8,glu__L_c,glu__L,ZMO0421 and ZMO0002,ZMO0002
rxn00527_reverse_num8,34hpp_c,34hpp,ZMO0421 and ZMO0002,ZMO0421
rxn00527_reverse_num8,34hpp_c,34hpp,ZMO0421 and ZMO0002,ZMO0002
rxn00527_reverse_num9,glu__L_c,glu__L,ZMO0560 and ZMO0002,ZMO0560
rxn00527_reverse_num9,glu__L_c,glu__L,ZMO0560 and ZMO0002,ZMO0002
rxn00527_reverse_num9,34hpp_c,34hpp,ZMO0560 and ZMO0002,ZMO0560
rxn00527_reverse_num9,34hpp_c,34hpp,ZMO0560 and ZMO0002,ZMO0002
rxn00543_reverse_num2,acald_c,acald,ZMO1236,ZMO1236
rxn00543_reverse_num3,acald_c,acald,ZMOp33x021,ZMOp33x021
rxn00547_reverse_num2,f6p_c,f6p,ZMO1719,ZMO1719
rxn00693_reverse_num2,met__L_c,met__L,ZMO1746,ZMO1746
rxn00693_reverse_num2,thf_c,thf,ZMO1746,ZMO1746
rxn00763_reverse_num2,glyald_c,glyald,ZMO1596,ZMO1596
rxn00763_reverse_num3,glyald_c,glyald,ZMO1236,ZMO1236
rxn00912_reverse_num2,thf_c,thf,ZMO1952,ZMO1952
rxn00912_reverse_num2,2dhp_c,2dhp,ZMO1952,ZMO1952
rxn00912_reverse_num3,thf_c,thf,ZMO0027,ZMO0027
rxn00912_reverse_num3,2dhp_c,2dhp,ZMO0027,ZMO0027
rxn01101_reverse_num2,3php_c,3php,ZMO1685,ZMO1685
rxn01101_reverse_num3,3php_c,3php,ZMO0157,ZMO0157
rxn01257_reverse_num2,glu__L_c,glu__L,ZMO0201,ZMO0201
rxn01257_reverse_num2,4adcho_c,4adcho,ZMO0201,ZMO0201
rxn01257_reverse_num3,glu__L_c,glu__L,ZMO0113,ZMO0113
rxn01257_reverse_num3,4adcho_c,4adcho,ZMO0113,ZMO0113
rxn01270_reverse_num2,asp__L_c,asp__L,ZMO0421,ZMO0421
rxn01270_reverse_num2,pphn_c,pphn,ZMO0421,ZMO0421
rxn01270_reverse_num3,asp__L_c,asp__L,ZMO0560,ZMO0560
rxn01270_reverse_num3,pphn_c,pphn,ZMO0560,ZMO0560
rxn01270_reverse_num4,asp__L_c,asp__L,ZMO0002,ZMO0002
rxn01270_reverse_num4,pphn_c,pphn,ZMO0002,ZMO0002
rxn01465_reverse_num2,cbasp_c,cbasp,ZMO1689,ZMO1689
rxn01530_reverse_num2,retinal_c,retinal,ZMO1596,ZMO1596
rxn01530_reverse_num3,retinal_c,retinal,ZMOp33x021,ZMOp33x021
rxn01607_reverse_num2,5pmev_c,5pmev,ZMO1719,ZMO1719
rxn01682_reverse_num2,g3p_c,g3p,ZMO1879,ZMO1879
rxn01682_reverse_num2,indole_c,indole,ZMO1879,ZMO1879
rxn01834_reverse_num2,gthrd_c,gthrd,ZMO1721,ZMO1721
rxn01834_reverse_num2,mthgxl_c,mthgxl,ZMO1721,ZMO1721
rxn01834_reverse_num3,gthrd_c,gthrd,ZMO0030,ZMO0030
rxn01834_reverse_num3,mthgxl_c,mthgxl,ZMO0030,ZMO0030
rxn02056_reverse_num2,scl_c,scl,ZMO0006,ZMO0006
rxn02090_reverse_num2,cpd01679_c0,cpd01679,ZMO1698,ZMO1698
rxn02185_reverse_num2,pyr_c,pyr,ZMO1140 and ZMO0687,ZMO1140
rxn02185_reverse_num2,pyr_c,pyr,ZMO1140 and ZMO0687,ZMO0687
rxn02185_reverse_num2,2ahethmpp_c,2ahethmpp,ZMO1140 and ZMO0687,ZMO1140
rxn02185_reverse_num2,2ahethmpp_c,2ahethmpp,ZMO1140 and ZMO0687,ZMO0687
rxn02230_reverse_num2,pyr_c,pyr,ZMO0094,ZMO0094
rxn02230_reverse_num2,tcynt_c,tcynt,ZMO0094,ZMO0094
rxn02305_reverse_num2,thmmp_c,thmmp,ZMO1425,ZMO1425
rxn02320_reverse_num2,glu__L_c,glu__L,ZMO0562 and ZMO0002,ZMO0562
rxn02320_reverse_num2,glu__L_c,glu__L,ZMO0562 and ZMO0002,ZMO0002
rxn02320_reverse_num2,imacp_c,imacp,ZMO0562 and ZMO0002,ZMO0562
rxn02320_reverse_num2,imacp_c,imacp,ZMO0562 and ZMO0002,ZMO0002
rxn02320_reverse_num3,glu__L_c,glu__L,ZMO0421 and ZMO0002,ZMO0421
rxn02320_reverse_num3,glu__L_c,glu__L,ZMO0421 and ZMO0002,ZMO0002
rxn02320_reverse_num3,imacp_c,imacp,ZMO0421 and ZMO0002,ZMO0421
rxn02320_reverse_num3,imacp_c,imacp,ZMO0421 and ZMO0002,ZMO0002
rxn02320_reverse_num4,glu__L_c,glu__L,ZMO0560 and ZMO0002,ZMO0560
rxn02320_reverse_num4,glu__L_c,glu__L,ZMO0560 and ZMO0002,ZMO0002
rxn02320_reverse_num4,imacp_c,imacp,ZMO0560 and ZMO0002,ZMO0560
rxn02320_reverse_num4,imacp_c,imacp,ZMO0560 and ZMO0002,ZMO0002
rxn02339_reverse_num2,glu__L_c,glu__L,ZMO1854,ZMO1854
rxn02339_reverse_num2,4h2oglt_c,4h2oglt,ZMO1854,ZMO1854
rxn02339_reverse_num3,glu__L_c,glu__L,ZMO1727,ZMO1727
rxn02339_reverse_num3,4h2oglt_c,4h2oglt,ZMO1727,ZMO1727
rxn02339_reverse_num4,glu__L_c,glu__L,ZMO1944,ZMO1944
rxn02339_reverse_num4,4h2oglt_c,4h2oglt,ZMO1944,ZMO1944
rxn02339_reverse_num5,glu__L_c,glu__L,ZMO0937,ZMO0937
rxn02339_reverse_num5,4h2oglt_c,4h2oglt,ZMO0937,ZMO0937
rxn02789_reverse_num2,2ippm_c,2ippm,ZMO0105,ZMO0105
rxn02789_reverse_num3,2ippm_c,2ippm,ZMO0105 and ZMO0106,ZMO0105
rxn02789_reverse_num3,2ippm_c,2ippm,ZMO0105 and ZMO0106,ZMO0106
rxn02811_reverse_num2,2ippm_c,2ippm,ZMO0105,ZMO0105
rxn02811_reverse_num3,2ippm_c,2ippm,ZMO0105 and ZMO0106,ZMO0105
rxn02811_reverse_num3,2ippm_c,2ippm,ZMO0105 and ZMO0106,ZMO0106
rxn02819_reverse_num2,ahcys_c,ahcys,ZMO1952,ZMO1952
rxn02819_reverse_num2,cpd01736_c0,cpd01736,ZMO1952,ZMO1952
rxn02962_reverse_num2,etha_c,etha,ZMO1271,ZMO1271
rxn03194_reverse_num2,thmpp_c,thmpp,ZMO1140,ZMO1140
rxn03194_reverse_num2,2ahbut_c,2ahbut,ZMO1140,ZMO1140
rxn03194_reverse_num3,thmpp_c,thmpp,ZMO1140 and ZMO0687,ZMO1140
rxn03194_reverse_num3,thmpp_c,thmpp,ZMO1140 and ZMO0687,ZMO0687
rxn03194_reverse_num3,2ahbut_c,2ahbut,ZMO1140 and ZMO0687,ZMO1140
rxn03194_reverse_num3,2ahbut_c,2ahbut,ZMO1140 and ZMO0687,ZMO0687
rxn03282_reverse_num2,xol7ah2al_c,xol7ah2al,ZMO1596,ZMO1596
rxn03282_reverse_num3,xol7ah2al_c,xol7ah2al,ZMOp33x021,ZMOp33x021
rxn03333_reverse_num2,34dhmald_c,34dhmald,ZMO1236,ZMO1236
rxn03333_reverse_num3,34dhmald_c,34dhmald,ZMO1596,ZMO1596
rxn04726_reverse_num2,cpd09793_c0,cpd09793,ZMO1236,ZMO1236
rxn04726_reverse_num3,cpd09793_c0,cpd09793,ZMOp33x021,ZMOp33x021
rxn04736_reverse_num2,cpd09802_c0,cpd09802,ZMO1596,ZMO1596
rxn04736_reverse_num3,cpd09802_c0,cpd09802,ZMO1236,ZMO1236
rxn04908_reverse_num2,cpd04661_c0,cpd04661,ZMO1596,ZMO1596
rxn04908_reverse_num3,cpd04661_c0,cpd04661,ZMO1236,ZMO1236
rxn05005_reverse_num2,ahcys_c,ahcys,ZMO1271,ZMO1271
rxn05005_reverse_num2,cpd11206_c0,cpd11206,ZMO1271,ZMO1271
rxn05006_reverse_num2,ahcys_c,ahcys,ZMO1271,ZMO1271
rxn05006_reverse_num2,pre2_c,pre2,ZMO1271,ZMO1271
rxn05336_reverse_num2,3opalmACP_c,3opalmACP,ZMO1222,ZMO1222
rxn05336_reverse_num3,3opalmACP_c,3opalmACP,ZMO0318,ZMO0318
rxn05336_reverse_num4,3opalmACP_c,3opalmACP,ZMOp33x016,ZMOp33x016
rxn05336_reverse_num5,3opalmACP_c,3opalmACP,ZMO0090,ZMO0090
rxn05337_reverse_num2,3ohexACP_c,3ohexACP,ZMO0090,ZMO0090
rxn05337_reverse_num3,3ohexACP_c,3ohexACP,ZMO0318,ZMO0318
rxn05337_reverse_num4,3ohexACP_c,3ohexACP,ZMO1946,ZMO1946
rxn05337_reverse_num5,3ohexACP_c,3ohexACP,ZMO1222,ZMO1222
rxn05338_reverse_num2,3odecACP_c,3odecACP,ZMO1222,ZMO1222
rxn05338_reverse_num3,3odecACP_c,3odecACP,ZMO0318,ZMO0318
rxn05338_reverse_num4,3odecACP_c,3odecACP,ZMOp33x016,ZMOp33x016
rxn05338_reverse_num5,3odecACP_c,3odecACP,ZMO0090,ZMO0090
rxn05339_reverse_num2,actACP_c,actACP,ZMO0090,ZMO0090
rxn05339_reverse_num3,actACP_c,actACP,ZMO0318,ZMO0318
rxn05339_reverse_num4,actACP_c,actACP,ZMO1946,ZMO1946
rxn05339_reverse_num5,actACP_c,actACP,ZMO1222,ZMO1222
rxn05340_reverse_num2,3oddecACP_c,3oddecACP,ZMO1222,ZMO1222
rxn05340_reverse_num3,3oddecACP_c,3oddecACP,ZMO0318,ZMO0318
rxn05340_reverse_num4,3oddecACP_c,3oddecACP,ZMOp33x016,ZMOp33x016
rxn05340_reverse_num5,3oddecACP_c,3oddecACP,ZMO0090,ZMO0090
rxn05341_reverse_num2,3ooctACP_c,3ooctACP,ZMO1946,ZMO1946
